126	22.98	6.360		20327154	105821	499884
127	9.53	2.826		11003428	53213	366284
128	14.37	4.512		12880379	73463	390895
129	4.99	1.608		8518700	34078	316735
130	0.83	0.516		1263020	1305	43116
131	5.50	1.796		10880987	36373	424269
132	9.03	2.398		11293813	51623	368178
133	4.33	1.603		9175218	33101	340509
134	0.97	0.451		1108743	3341	38692
135	10.50	2.905		12785209	55592	409667
136	7.08	2.056		11418484	43225	380310
137	7.84	2.302		10395420	47469	357008
138	0.79	0.427		1133468	2922	40712
139	0.66	0.424		1210973	3230	41776
140	2.62	0.975		7903767	12317	305015
141	0.76	0.395		1140112	2659	40331
142	0.47	0.381		1046427	906	39160
143	0.54	0.353		901061	1127	35090
144	0.46	0.397		1000638	1964	37432
145	0.97	0.397		1168084	1326	40817
146	0.78	0.388		1126356	1701	39814
147	0.44	0.375		1015146	1009	37827
148	0.72	0.396		1165676	1937	40615
149	0.59	0.613		1048051	1306	39281
150	0.79	0.497		1323036	1212	45588
151	0.58	0.412		1130618	2539	41684
152	0.64	0.406		1014972	1265	38788
153	0.12	0.423		260685	52	13387
154	1888.23	1062.246		499861172	2437742	5373768
155	0.24	0.310		264789	58	13555
156	79.75	32.773		36373393	210059	722572
157	59.45	22.198		29741400	177094	630538
158	0.13	0.332		267991	291	14324
159	1818.17	1009.775		517462633	2563602	5466725
160	3901.96	2966.685		1002708260	4866789	9895368
161	46.42	14.093		27971462	155686	611906
162	218.76	91.221		82747281	423746	1265906
163	152.08	51.565		59869715	290723	973031
164	23.27	5.439		16400615	87995	473783
165	0.23	0.309		261573	58	13526
166	18.36	4.173		17255056	83365	477460
167	0.23	0.334		260880	66	13531
168	0.11	0.335		259461	66	13510
169	0.91	0.529		1634363	4117	51967
170	2.98	1.147		8347890	15201	309492
171	3.03	1.014		8044004	14842	301405
172	0.12	0.325		269084	220	14219
173	127.55	44.751		41800475	243067	787349
174	596.57	244.972		193463926	969878	2522893
175	11.13	2.924		10762639	54211	369837
176	68.25	21.822		33145262	175987	671836
177	80.92	26.841		39008827	219456	755982
178	7.63	2.423		10500453	47717	357198
179	9.44	2.169		11784446	51407	389621
180	4.84	1.110		9662069	18583	355481
181	3.49	1.333		8475590	20918	312526
182	62.09	27.593		32529657	181191	656412
183	440.08	164.726		146167290	736103	2043729
184	8.37	2.263		10350404	46303	349105
185	22.05	5.624		15923349	87639	445580
186	105.41	34.849		47874908	246286	858257
187	3.49	1.267		8373945	19584	314694
188	11.03	3.288		12503039	58878	407513
189	5.27	1.448		9647148	32245	358949
190	3.56	0.881		8327195	7554	308644
191	0.34	0.370		819606	618	32821
192	5.97	1.994		12475846	43471	390438
193	0.20	0.366		949324	396	37305
194	0.39	0.560		966421	375	37987
195	3.35	1.077		8483550	15786	310725
196	2.90	1.107		8410511	12246	307084
197	3.70	1.142		8417849	19458	311493
198	0.42	0.387		1053939	1364	39779
199	0.40	0.402		1077319	1217	39481
200	0.64	0.366		935197	1166	35500
201	0.25	0.367		987086	1168	38355
202	0.36	0.386		1063337	1711	41042
203	2174.66	1141.738		529423620	2584335	5636871
204	3453.39	2584.184		887077963	4310169	8765647
205	17.73	4.786		17570139	91117	481675
206	552.84	229.530		184543718	966775	2418291
207	221.19	85.738		84594586	382827	1243413
208	5.43	1.572		11576303	30349	384094
209	3871.72	2752.805		940284102	4545501	9344009
210	9840.05	8806.764		2015917338	8363202	17087640
211	110.61	38.762		49299385	251455	859228
212	738.46	360.147		214649297	1144917	2729237
213	977.24	572.754		258615311	1432861	3131447
214	47.11	11.730		24082073	138416	559504
215	46.77	14.050		28020356	155597	623901
216	112.30	42.559		52532041	268808	897403
217	58.58	18.942		33881570	185280	675084
218	3.06	1.302		8804939	13236	324895
219	31.97	8.145		22680994	120300	525095
220	32.56	9.327		23243090	119939	540907
221	35.39	8.817		22882277	127838	544017
222	2.95	1.091		8889768	14033	337282
223	311.21	153.249		112313607	568843	1636227
224	745.45	324.576		212340916	1121771	2696153
225	22.75	5.853		17823505	92578	456231
226	288.70	113.188		104645560	554167	1557654
227	575.70	227.797		169535643	895366	2202650
228	17.01	4.640		16039303	81564	443500
229	36.88	11.171		27011510	140928	605908
230	36.04	12.158		24304984	135326	550006
231	4.34	1.435		9387976	31348	340816
232	284.95	90.196		84204614	420290	1250421
233	985.89	546.572		259239719	1405341	3122902
234	20.00	5.619		18172779	90766	476663
235	94.18	31.089		44816244	230812	819172
236	445.55	207.130		149302702	785487	2008692
237	18.39	3.823		16061944	77634	456184
238	27.81	8.289		20443313	113828	499999
239	17.94	4.728		17321894	87073	461774
240	1.11	0.469		1419985	3232	43953
241	19.53	5.175		16643576	84283	473303
242	50.03	14.791		26840230	150959	598989
243	21.37	5.503		15287723	86988	452952
244	3.78	1.382		9360776	23121	344585
245	16.58	4.411		13308939	72065	405596
246	15.47	4.317		15606722	74052	459538
247	27.66	7.455		21327943	117401	518174
248	3.69	1.484		8849347	23650	332930
249	3.30	0.970		8230579	10268	313255
250	3.13	0.974		8213727	7363	307800
251	3.76	1.030		8546311	13697	327037
252	0.53	0.379		989010	1677	36607
253	0.12	0.329		259804	57	13532
254	43.18	13.249		27429144	151826	608870
255	0.23	0.309		262586	69	13454
256	0.12	0.333		264490	57	13724
257	13.79	3.210		12477055	59768	392764
258	8.50	2.290		10094100	44932	345844
259	0.23	0.368		971534	377	38407
260	0.24	0.321		267351	239	14087
261	15.19	4.311		15770124	78324	458036
262	80.07	27.207		38630940	205176	736812
263	58.88	19.571		31580650	172474	640870
264	2.90	1.389		9200216	14614	339032
265	23.26	6.203		17714585	98307	461974
266	20.33	6.147		17634633	94178	466982
267	15.88	4.449		14143193	76017	418854
268	3.00	1.139		9047927	13035	339499
269	0.22	0.312		257789	69	13364
270	58.69	17.726		29364022	172357	625647
271	0.11	0.319		257965	81	13388
272	0.12	0.322		262248	82	13622
273	7.60	2.013		9838207	39395	341831
274	5.31	1.804		8927591	33194	321542
275	4.04	1.388		8040996	21049	302458
276	0.23	0.359		270427	325	14558
277	0.15	0.317		261043	70	13680
278	2.86	0.927		8613550	8714	323641
279	0.12	0.455		262805	82	13596
280	0.22	0.309		258564	82	13502
281	0.84	0.502		1545421	4425	52007
282	0.77	0.485		1335571	3808	47702
283	0.23	0.319		272125	329	14596
284	2.75	0.911		8088143	10370	305996
285	3.10	0.943		7767951	8553	296998
286	22.09	6.185		20927391	104671	508543
287	9.19	2.767		10789521	50695	354629
288	0.77	0.514		1856024	3712	62122
289	3.33	0.905		7975506	9870	304623
290	14.20	3.428		13177788	63575	408119
291	5.07	1.417		8796274	32743	336767
292	0.76	0.458		1605629	3670	51986
293	1.10	0.550		1543783	3681	49298
294	3.71	0.963		7884582	11076	299712
295	0.83	0.371		1235743	1184	43570
296	0.57	0.417		1248231	2184	44352
297	2.89	1.044		8301944	15135	307848
298	34.18	9.744		23588179	128430	550393
299	5.66	1.575		8567670	34135	327155
300	2.72	0.967		7789099	10285	292498
301	2.59	0.877		7751028	7324	294599
302	11.69	3.363		13963366	63727	420056
303	1.73	0.657		5277034	2119	243738
304	0.44	0.372		953262	1474	35766
305	2.92	0.886		7642063	7667	285187
306	1.09	0.472		1141038	4122	41343
307	3.48	1.000		8621673	12366	324438
308	0.43	0.384		1032044	1757	39880
309	3.74	1.029		8413212	14952	311771
310	25.65	8.330		20492548	114425	507924
311	3.78	1.366		8282530	26107	310698
312	3.88	1.524		8299951	27595	314333
313	3.04	0.970		8220182	11643	311890
314	9.15	2.764		14360359	53445	480566
315	6.70	2.110		9220882	42754	350265
316	2.75	0.910		7728186	7303	282873
317	3.25	0.932		8229075	9015	309346
318	0.95	0.456		1531007	3080	47198
319	0.65	0.388		1193470	1662	40750
320	0.61	0.365		1039619	1107	39146
321	0.22	0.390		1075626	1309	40959
322	3.15	1.123		8976168	16583	340569
323	0.17	0.374		989666	512	38670
324	0.44	0.373		1092000	846	41427
325	1.08	0.463		1391784	3664	49449
326	0.78	0.493		1807907	4303	57797
327	0.37	0.431		1088942	1504	41186
328	2.80	0.969		7680115	9393	299325
329	0.40	0.380		1126426	1307	41657
330	0.82	0.551		1295112	2999	43590
331	0.19	0.415		950559	653	37447
332	0.65	0.461		1095913	914	41476
333	119.49	55.990		46639864	271920	844738
334	174.07	66.539		67050396	326028	1060709
335	3.27	0.926		8014674	9125	303703
336	61.46	17.673		29496946	163406	642872
337	21.04	4.786		15781461	79598	450787
338	3.18	0.991		8041273	13680	307032
339	8.52	2.733		11383301	51446	369058
340	7.72	2.372		11148373	46510	372509
341	0.32	0.362		913051	1061	35572
342	547.36	219.462		181174969	942836	2389848
343	776.67	391.413		200597815	1095372	2580783
344	23.85	7.245		21220795	108928	520134
345	199.90	68.087		66768250	347347	1075972
346	79.40	27.944		39713182	218457	755268
347	12.53	3.945		13341723	65226	402550
348	33.42	10.363		25418977	138888	560820
349	27.18	6.920		20060806	104603	488930
350	3.14	0.954		8416437	8350	312801
351	12.79	3.478		12793591	63897	392976
352	26.10	7.031		17784073	99461	460519
353	8.61	2.000		10004398	38907	347145
354	3.51	0.936		8271231	8896	313130
355	3.66	0.946		7872712	9252	304769
356	2.82	0.944		7970520	10169	304859
357	3.04	0.998		7820710	11237	303729
358	2.54	0.979		8393329	11051	310397
359	3.17	1.042		7978368	15935	307095
360	1.56	0.798		5495595	5540	245080
361	2.66	0.898		8236350	7207	311134
362	0.25	0.369		979542	860	38247
363	73.14	20.381		31520289	170688	665329
364	237.11	119.380		78541918	423183	1210286
365	2.58	0.984		7811306	9154	299692
366	0.21	0.372		857524	254	33787
367	7.38	1.700		11162346	34872	347572
368	0.15	0.327		272186	127	14414
369	0.41	0.349		866114	323	34201
370	0.21	0.468		868569	496	34491
371	0.13	0.331		267037	166	14223
372	75.41	30.038		39665919	212614	749088
373	389.76	168.962		117937703	659468	1754999
374	9.79	3.086		12115346	58650	407627
375	18.80	3.643		13767574	72184	411586
376	27.51	7.650		17995252	98174	474640
377	4.31	1.529		8704158	30840	316909
378	3.19	1.049		8227008	15870	311366
379	5.65	2.232		9060099	39867	341520
380	0.61	0.379		1122353	1636	41169
381	6.92	2.397		10164782	42355	350676
382	15.82	4.521		14303793	78702	426084
383	4.88	1.301		8730462	25786	320703
384	2.43	1.089		8004230	13579	307121
385	0.40	0.366		827362	272	32255
386	0.84	0.370		965203	781	36170
387	0.37	0.370		928774	286	35936
388	0.22	0.396		936793	295	37018
389	0.31	0.354		948076	251	37264
390	0.26	0.354		926322	503	36185
391	0.28	0.365		985288	354	38049
392	0.33	0.351		1028980	329	38280
393	8.63	2.110		10831543	46140	354189
394	38.87	11.895		25699240	140928	565950
395	2.87	0.819		7327539	5531	285539
396	0.20	0.360		878203	262	34429
397	0.41	0.344		875255	570	34484
398	0.27	0.359		946139	301	36453
399	0.20	0.371		903441	255	35462
400	4.17	1.211		8313327	15127	311404
401	0.14	0.311		272332	177	14417
402	0.19	0.521		918494	299	36313
403	0.26	0.355		888929	628	34931
404	0.19	0.366		964764	271	37713
405	10.08	2.705		13135450	55764	410078
406	47.08	13.676		23945667	133120	541014
407	2.56	1.050		7861605	6752	303845
408	0.38	0.368		923770	585	35079
409	0.55	0.378		934169	811	35251
410	0.57	0.476		1020026	641	37293
411	0.39	0.606		895092	577	34319
412	7.74	2.209		11407535	38931	381607
413	0.38	0.396		946245	544	35868
414	0.69	0.379		946877	587	35856
415	0.71	0.356		959619	886	36126
416	0.39	0.377		964347	786	36460
417	4.64	1.187		8632777	23358	320721
418	3.55	0.954		8563203	13589	321183
419	0.66	0.384		1218595	1509	42878
420	0.40	0.363		1054772	1096	38861
421	0.28	0.352		918800	230	35849
422	0.33	0.360		921321	529	35304
423	0.34	0.349		935842	249	36532
424	0.12	0.342		264676	174	14206
425	0.46	0.345		951178	252	36506
426	0.41	0.371		1024578	933	38489
427	0.21	0.365		966835	264	37489
428	0.27	0.392		968306	379	37913
429	0.45	0.371		1178365	286	40851
430	0.47	0.361		1034232	526	38358
431	0.44	0.641		1058650	2249	38993
432	0.13	0.324		271001	156	14599
433	60.49	23.588		29076369	178569	621984
434	321.33	122.095		96300518	498404	1414062
435	3.35	1.025		8301223	14685	311560
436	79.68	29.122		39468778	220651	752225
437	117.93	34.624		48498241	255649	854982
438	3.33	0.941		8022141	11042	301190
439	4.86	1.274		9641128	27459	354788
440	6.36	1.907		11606283	42484	389699
441	0.41	0.372		897784	1545	34845
442	319.96	125.885		113989409	556663	1656656
443	1085.42	622.668		296806396	1609525	3512535
444	34.41	9.636		24419777	127858	556716
445	390.06	153.079		126849638	699487	1836350
446	469.67	192.194		147153386	770480	1984774
447	13.24	3.846		14458048	75653	417290
448	43.59	11.896		24417046	135841	547313
449	21.48	6.759		17957290	91434	466580
450	3.24	1.015		8508712	16099	316345
451	8.42	2.584		10570604	48016	349200
452	20.53	5.198		19405004	91475	481503
453	5.00	1.591		8146636	30757	313866
454	3.37	0.938		7955875	12348	305518
455	11.44	2.966		14259390	59454	427717
456	8.31	2.254		11318916	48168	365032
457	11.71	3.138		11492587	59501	395137
458	1.62	0.717		5138622	5112	228787
459	3.69	1.009		8928551	12952	330416
460	3.85	1.085		8565370	12540	323804
461	3.34	0.866		8109694	5917	308615
462	0.71	0.430		1066200	3088	38884
463	23.11	5.725		17700500	89448	464719
464	86.58	30.603		42760911	224676	785460
465	3.32	0.913		7981790	7028	305270
466	8.65	2.380		11259771	42328	372286
467	26.16	8.284		18457825	102668	484832
468	0.43	0.562		1027708	1123	39141
469	0.39	0.354		865013	548	34374
470	0.61	0.382		1068511	1744	37291
471	0.20	0.416		898747	635	35636
472	127.16	47.188		53944220	287923	926267
473	592.34	265.145		164425976	868165	2163381
474	8.70	2.444		12294923	56425	395402
475	22.26	6.189		16520524	89123	447266
476	9.64	2.475		10605138	52191	361077
477	4.27	1.093		8078094	18199	305734
478	10.07	2.904		10949504	52969	365686
479	3.86	1.397		8076409	18218	316119
480	1.13	0.404		1224864	2038	40265
481	3.64	1.715		8293566	24940	317820
482	17.16	4.898		16144312	78856	460407
483	0.77	0.404		1187196	2080	41008
484	0.44	0.385		995742	1471	36449
485	4.76	1.458		8330293	28168	316826
486	4.36	1.403		8262849	26279	312257
487	3.65	1.143		7846218	17917	302223
488	0.31	0.291		975719	843	37308
489	0.23	0.370		890604	611	35013
490	0.63	0.576		983855	827	36091
491	0.37	0.375		945517	590	36692
492	0.26	0.298		965087	565	37176
493	5.82	2.026		10814412	46471	363001
494	23.01	6.020		20861642	106423	505698
495	1.24	0.667		5176136	4594	232306
496	3.08	1.032		8082962	15357	309512
497	9.18	2.801		10198124	48946	346849
498	0.50	0.364		1044465	899	38849
499	0.16	0.280		971647	412	38122
500	7.74	2.600		9945663	46161	344556
501	0.37	0.369		942143	653	35896
502	0.59	0.634		1042999	660	40018
503	0.36	0.284		1035612	921	36650
504	0.20	0.286		938350	684	37173
505	3.79	1.159		11272193	36369	381291
506	17.21	5.388		20044361	104441	504488
507	2.73	0.815		8566157	9175	327519
508	6.18	1.637		10588759	39105	352646
509	3.41	1.164		7848448	21743	309259
510	0.44	0.315		1179071	1153	41127
511	0.45	0.359		1001383	802	35688
512	3.97	1.038		7851875	14746	308693
513	0.24	0.365		896448	803	34830
514	0.41	0.301		1063012	977	36539
515	0.72	0.392		1064456	1300	37847
516	0.53	0.365		1403717	2969	44080
517	1.81	0.746		7985335	18053	304099
518	0.86	0.525		1254247	3330	43140
519	0.59	0.396		1158090	2435	40722
520	1.60	0.755		5726301	5574	256584
521	0.31	0.379		922595	1065	35736
522	2.72	0.771		7820340	1897	303980
523	0.67	0.389		1109665	1700	39623
524	0.45	0.375		1018454	1288	37828
525	0.50	0.584		1102898	926	40981
526	0.96	0.403		1200194	2062	40738
527	0.55	0.418		1049563	537	38334
528	0.37	0.302		1065831	714	38025
529	0.16	0.319		876439	491	35050
530	0.45	0.375		960933	941	36132
531	0.38	0.422		965157	675	37196
532	0.39	0.368		989711	1006	38077
533	0.16	0.543		1149121	389	44751
534	13.22	4.199		16135232	83347	462211
535	3.12	1.047		8374889	15191	304974
536	0.14	0.419		275986	235	14648
537	6.39	2.015		10889177	43893	370915
538	3.33	1.140		8295473	20832	318858
539	3.19	1.001		8543965	15135	313114
540	0.42	0.407		1072114	1694	39778
541	3.89	1.404		8562155	27222	316711
542	3.64	1.289		8340562	24337	314429
543	0.36	0.387		1077612	1781	40100
544	0.24	0.408		975320	1182	37697
545	10.30	2.910		14534180	60807	456349
546	44.61	14.488		24327203	138368	561100
547	31.21	10.066		23489696	134541	542431
548	2.77	1.106		9279064	14462	340919
549	13.94	3.985		14341552	75605	426050
550	20.39	4.968		17054132	88622	468689
551	26.56	6.536		20526485	109886	515727
552	3.30	1.182		9263875	15982	342442
553	3.20	0.889		8134830	8326	314580
554	0.60	0.591		1156997	3020	39615
555	3.56	1.239		8947039	24447	324820
556	0.37	0.374		1036860	961	37976
557	0.23	0.512		271953	282	14662
558	14.76	3.964		15637206	77659	443641
559	3.56	1.165		8251157	23309	306049
560	0.35	0.434		1065871	1048	39777
561	3.71	1.312		8358849	26624	315309
562	0.67	0.422		1000457	1545	36506
563	4.01	1.259		8590199	25953	317956
564	0.34	0.398		1071149	1233	39610
565	0.68	0.400		1190678	1750	41754
566	0.63	0.677		1298863	2038	45214
567	0.58	0.404		1395705	2125	48356
568	0.56	0.433		1059571	1006	39369
569	0.19	0.319		272481	268	14718
570	2.77	1.415		7802277	18314	297008
571	1.16	0.735		4980775	5098	232297
572	0.15	0.353		270930	352	14677
573	2.51	1.027		8237481	9714	303303
574	0.68	0.476		1172595	3074	40594
575	2.57	1.159		7906640	11288	300539
576	2.90	0.868		8116485	7553	309380
577	0.79	0.463		1262193	2898	45340
578	0.61	0.454		1205221	3573	44219
579	0.18	0.366		989882	841	39211
580	0.86	0.483		1215598	2476	41696
581	2.61	0.981		7777101	9116	300379
582	13.81	3.264		13226574	60971	403313
583	3.09	1.057		8175956	15689	311921
584	1.51	0.834		5645689	7985	254399
585	0.24	0.370		931573	271	36391
586	4.22	1.330		9094233	25749	336055
587	0.32	0.404		933409	327	36794
588	0.20	0.402		924567	332	36440
589	0.14	0.328		270147	177	14278
590	0.27	0.368		933777	572	35838
591	0.20	0.369		967893	241	38043
592	0.18	0.356		941985	292	36843
593	3.01	0.983		7921821	10728	301465
594	18.13	4.946		17055697	82392	470491
595	16.33	5.920		17536873	82247	483328
596	2.46	0.927		8169033	11036	297849
597	0.45	0.381		982520	963	37487
598	3.65	1.352		8450382	20901	323419
599	3.63	1.618		8307457	32182	309558
600	0.61	0.438		1117489	1055	40796
601	0.57	0.385		1030453	1070	37728
602	0.88	0.486		1450642	1732	50010
603	0.75	0.413		1279907	1577	45300
604	0.37	0.382		989625	1218	37246
605	5.99	2.171		10166410	41822	354684
606	27.35	7.893		20789024	115398	512355
607	4.89	1.502		8568851	29336	313877
608	2.83	0.916		8049855	10575	310704
609	0.20	0.508		945244	267	37099
610	3.59	1.281		8002260	17612	303640
611	0.22	0.415		896801	321	35470
612	0.21	0.400		941696	306	37109
613	0.13	0.346		264693	172	13804
614	0.27	0.367		939317	613	36560
615	0.20	0.339		265921	158	14443
616	0.26	0.363		1001536	362	38739
617	0.23	0.368		948805	717	36602
618	3.05	1.204		8901192	13168	335195
619	3.10	0.993		8016471	16388	302486
620	0.40	0.390		996576	1083	38324
621	0.19	0.392		268827	192	14596
622	0.34	0.364		916446	945	36324
623	0.19	0.331		269240	220	14045
624	0.32	0.444		969778	308	38235
625	0.26	0.372		967289	312	37933
626	0.44	0.404		1008046	638	37750
627	0.20	0.333		269355	187	14531
628	0.19	0.496		977858	340	38150
629	0.35	0.381		984243	1366	37202
630	3.51	1.149		8224249	12500	314466
631	2.95	0.988		8289807	13166	308577
632	0.65	0.471		1069384	1913	40508
633	0.23	0.353		928500	354	36565
634	0.36	0.328		1045116	726	37538
635	0.20	0.350		931240	265	36655
636	0.20	0.541		907644	331	35682
637	0.20	0.361		921394	287	36158
638	0.34	0.403		1065346	1188	40177
639	0.12	0.261		273028	169	14481
640	0.14	0.279		980478	272	38393
641	0.19	0.348		919284	243	36092
642	0.64	0.367		1125502	577	39263
643	0.34	0.448		1039516	320	39474
644	0.39	0.500		1003904	307	38998
645	0.54	0.376		946121	1184	35539
646	4.08	1.169		8628479	19921	320616
647	2.88	0.842		7964416	6548	301461
648	0.46	0.462		991103	2453	37569
649	0.21	0.373		898608	718	35804
650	0.71	0.446		1025634	1092	37194
651	0.38	0.464		1105354	665	41298
652	0.42	0.382		1028640	1587	39007
653	0.24	0.361		923166	555	36249
654	0.48	0.350		1038902	1314	36622
655	0.50	0.371		1001847	585	37298
656	0.56	0.397		996180	550	37428
657	0.49	0.376		1024977	1503	37282
658	0.38	0.369		953511	1367	37277
659	0.53	0.396		1108641	1626	38271
660	0.56	0.390		1153119	1553	41067
661	0.36	0.574		951032	1137	36924
662	3.01	0.963		8577723	10303	328024
663	0.75	0.456		1840105	4217	57358
664	0.40	0.582		1046834	1654	39534
665	0.18	0.487		938710	301	37193
666	0.37	0.439		961070	572	37053
667	0.12	0.318		264742	158	14243
668	0.23	0.358		954998	390	36881
669	0.29	0.366		933192	342	36731
670	0.52	0.383		1019925	1370	37622
671	0.19	0.359		957643	346	37329
672	0.22	0.354		1002670	307	38686
673	0.33	0.366		987140	274	37582
674	0.21	0.356		927324	572	36227
675	0.37	0.383		1023897	338	39123
676	0.28	0.356		961412	272	38011
677	0.35	0.377		986842	954	38854
678	0.36	0.379		960936	1266	36502
679	0.41	0.408		1003854	1111	38921
680	0.24	0.395		969635	1272	38032
681	0.13	0.332		269095	183	14408
682	0.44	0.417		983216	721	36917
683	0.30	0.302		1116922	247	41125
684	0.10	0.250		265316	214	14419
685	0.39	0.364		959500	252	37259
686	0.37	0.351		1019787	808	37320
687	0.19	0.383		976598	299	38174
688	0.22	0.389		971575	346	38216
689	0.15	0.280		994942	314	38893
690	0.40	0.307		1125675	1691	40029
691	0.25	0.588		981753	258	37891
692	0.19	0.353		1002585	289	38924
693	0.11	0.299		257725	68	13310
694	88.89	34.349		35416883	211885	697927
695	0.11	0.323		258134	80	13396
696	63.10	17.694		32830525	171833	672047
697	0.13	0.313		264219	281	14119
698	0.12	0.348		260839	86	13832
699	114.61	41.014		40363710	236149	766586
700	56.04	16.013		31275616	158391	655693
701	11.20	3.516		10824944	57622	371176
702	242.99	111.874		90323681	446413	1296107
703	230.81	74.156		92803365	403465	1297339
704	4.25	1.517		10589390	38786	348805
705	17.30	5.293		12804700	73697	391473
706	6.27	1.819		10996854	46091	355922
707	0.82	0.527		5085424	4945	237463
708	0.22	0.312		258327	63	13428
709	7.68	2.009		10378366	45351	341523
710	0.12	0.326		259930	74	13444
