608	171.28	65.711	10.48
609	313.06	104.039	15.24
610	17.69	4.029	1.41
611	302.17	106.614	14.84
612	346.21	120.591	16.74
613	18.52	6.167	1.61
614	15.45	4.555	1.47
615	10.47	2.505	0.98
616	2.64	0.666	0.46
617	262.94	86.711	14.06
618	669.90	311.499	36.33
619	29.07	9.103	2.51
620	421.19	152.922	21.11
621	879.68	462.218	53.03
622	20.53	5.858	1.73
623	27.69	7.872	2.07
624	23.28	7.116	1.85
625	3.45	1.009	0.60
626	4.86	1.284	0.62
627	13.13	4.703	1.31
628	3.38	1.108	0.62
629	10.80	2.620	0.96
630	39.27	12.110	2.99
631	27.64	8.893	2.30
632	0.81	0.439	0.60
633	2.16	0.744	0.46
634	0.46	0.298	0.52
635	11.68	3.275	1.08
636	3.17	0.916	0.58
637	2.58	0.769	0.47
638	17.32	3.553	1.30
639	21.60	7.728	2.12
640	2.64	0.765	0.49
641	2.79	0.959	0.58
642	2.50	0.801	0.50
643	0.57	0.383	0.41
644	2.61	0.732	0.46
645	0.12	0.219	0.30
646	2.12	0.732	0.47
647	11.28	3.135	1.14
648	25.49	8.987	2.32
649	2.10	0.637	0.48
650	3.84	1.183	0.61
651	0.30	0.299	0.41
652	0.41	0.399	0.48
653	2.87	0.742	0.47
654	0.27	0.333	0.38
655	2.20	0.727	0.48
656	2.29	0.698	0.45
657	2.36	0.773	0.46
658	0.51	0.388	0.80
659	0.61	0.410	0.58
660	0.21	0.276	0.44
661	0.47	0.339	0.40
662	0.12	0.290	0.37
663	6.56	1.934	0.78
664	0.20	0.269	0.36
665	7.43	2.140	0.84
666	8.83	2.636	0.97
667	0.11	0.265	0.37
668	0.10	0.276	0.38
669	0.14	0.279	0.35
670	0.09	0.263	0.44
671	3.77	1.371	0.68
672	17.46	5.077	1.59
673	12.43	3.632	1.12
674	14.54	3.773	1.32
675	29.57	9.131	2.38
676	3.49	1.210	0.66
677	0.42	0.358	0.59
678	2.47	0.747	0.48
679	0.49	0.364	0.47
680	0.09	0.256	0.37
681	13.36	3.449	1.16
682	0.16	0.278	0.36
683	2.52	0.975	0.54
684	9.29	3.470	1.14
685	3.20	1.197	0.62
686	0.10	0.254	0.35
687	0.16	0.274	0.33
688	0.17	0.396	0.48
689	0.42	0.373	0.38
690	8.82	2.911	1.08
691	2.83	0.895	0.55
692	1.83	0.652	0.41
693	14.26	4.597	1.46
694	5.22	1.242	0.74
695	0.52	0.417	0.50
696	0.71	0.376	0.43
697	2.56	0.871	0.59
698	5.20	1.550	0.70
699	43.09	12.266	3.24
700	19.30	6.705	2.03
701	30.54	10.768	2.72
702	35.70	14.554	3.42
703	6.91	2.071	1.02
704	2.46	0.729	0.46
705	2.33	0.856	0.48
706	3.20	0.854	0.51
707	2.23	0.928	0.66
708	16.24	4.442	1.51
709	3.96	1.011	0.53
710	2.10	0.647	0.42
711	16.54	6.177	1.73
712	2.70	0.907	0.50
713	0.47	0.433	0.41
714	0.41	0.352	0.38
715	0.49	0.377	0.38
716	0.10	0.407	0.37
717	0.57	0.405	0.65
718	0.09	0.264	0.37
719	0.50	0.351	0.44
720	3.08	0.864	0.53
721	0.26	0.288	0.37
722	0.10	0.389	0.47
723	2.20	0.752	0.48
724	0.14	0.341	0.37
725	0.20	0.332	0.37
726	2.26	0.784	0.48
727	0.18	0.360	0.40
728	3.41	0.993	0.55
729	3.99	1.308	0.68
730	0.21	0.321	0.42
731	0.27	0.342	0.37
732	2.20	0.829	0.53
733	0.43	0.504	0.38
734	0.17	0.387	0.48
735	0.58	0.382	0.45
736	0.17	0.283	0.44
737	2.19	0.623	0.49
738	2.89	0.784	0.66
739	0.24	0.297	0.41
740	0.18	0.415	0.39
741	2.69	0.905	0.54
742	0.09	0.304	0.40
743	50.13	17.407	3.74
744	229.49	63.751	10.75
745	6.34	1.854	0.76
746	538.07	198.900	26.53
747	5.26	1.216	0.64
748	0.19	0.290	0.38
749	258.23	107.984	16.81
750	565.17	276.735	29.43
751	49.19	16.812	3.96
752	447.38	162.540	19.90
753	1104.46	569.530	59.72
754	39.97	13.488	3.22
755	45.55	14.530	3.18
756	27.07	8.975	2.10
757	2.84	0.756	0.54
758	7.86	2.303	0.88
759	27.41	8.201	2.51
760	19.32	5.409	1.55
761	28.36	8.870	2.13
762	62.74	22.260	4.58
763	29.69	8.600	2.27
764	2.60	0.802	0.50
765	5.14	1.441	0.78
766	2.87	0.777	0.52
767	463.75	174.922	25.18
768	881.28	430.202	45.87
769	60.80	21.441	4.48
770	3291.85	2627.271	237.59
771	63.42	21.107	4.64
772	4.13	1.310	0.67
773	8.22	2.526	0.90
774	17.65	5.590	1.76
775	5.83	1.714	0.72
776	20.27	6.076	1.67
777	52.72	17.481	3.76
778	37.74	11.483	3.01
779	3.18	0.964	0.54
780	2.47	0.826	0.50
781	2.53	0.739	0.47
782	3.04	1.238	0.60
783	2.44	0.771	0.47
784	3.13	1.077	0.56
785	2.65	0.780	0.46
786	3.17	0.996	0.63
787	7.05	2.345	0.81
788	0.10	0.256	0.37
789	5.48	1.532	0.82
790	2.65	0.944	0.56
791	6.37	2.236	0.96
792	11.55	2.958	1.01
793	2.63	0.786	0.48
794	0.12	0.307	0.37
795	0.20	0.286	0.37
796	0.15	0.442	0.37
797	3.32	1.212	0.68
798	10.92	3.396	1.08
799	18.63	5.461	1.98
800	21.25	7.566	1.77
801	16.32	4.649	1.53
802	36.81	9.123	2.42
803	2.67	0.814	0.50
804	0.76	0.381	0.51
805	2.68	0.847	0.51
806	0.33	0.294	0.37
807	3.60	1.192	0.73
808	3.64	1.293	0.63
809	2.83	0.753	0.44
810	6.88	2.287	0.83
811	3.92	1.273	0.69
812	0.29	0.286	0.38
813	0.23	0.288	0.38
814	0.22	0.294	0.39
815	2.60	0.950	0.64
816	11.48	2.465	0.99
817	2.45	0.803	0.53
818	0.10	0.314	0.55
819	23.10	7.050	1.94
820	0.18	0.287	0.38
821	2.50	0.881	0.54
822	0.76	0.425	0.46
823	0.18	0.286	0.42
824	5.15	1.500	0.71
825	33.00	9.541	2.66
826	24.88	6.789	2.00
827	29.95	9.805	3.14
828	59.41	20.317	3.97
829	39.45	12.880	2.98
830	3.88	1.316	0.72
831	3.24	0.931	0.63
832	3.01	1.055	0.57
833	2.22	0.798	0.51
834	24.66	7.707	2.07
835	4.29	1.482	0.68
836	0.12	0.302	0.52
837	44.45	11.644	2.87
838	0.11	0.266	0.40
839	2.71	0.844	0.59
840	2.31	0.706	0.47
841	0.34	0.323	0.50
842	0.22	0.373	0.37
843	0.79	0.451	0.51
844	2.11	0.673	0.50
845	2.23	0.779	0.50
846	2.96	0.954	0.56
847	0.61	0.560	0.50
848	0.16	0.319	0.43
849	0.45	0.386	0.54
850	0.35	0.382	0.52
851	0.17	0.296	0.43
852	0.83	0.471	0.47
853	0.80	0.436	0.58
854	0.81	0.361	0.79
855	2.40	0.695	0.42
856	0.57	0.459	0.46
857	0.17	0.365	0.38
858	0.71	0.423	0.45
859	0.18	0.283	0.37
860	0.43	0.292	0.36
861	0.37	0.299	0.52
862	0.73	0.416	0.50
863	0.46	0.402	0.44
864	0.52	0.304	0.36
865	0.31	0.308	0.38
866	0.10	0.247	0.37
867	0.16	0.261	0.32
868	0.63	0.311	0.38
869	0.17	0.298	0.36
870	0.77	0.398	0.45
871	0.11	0.266	0.41
872	2.49	0.827	0.51
873	0.31	0.458	0.38
874	0.12	0.268	0.50
875	0.20	0.458	0.37
876	0.20	0.297	0.36
877	0.31	0.335	0.40
878	2.58	0.737	0.61
879	3.20	0.909	0.53
880	0.34	0.357	0.46
881	0.89	0.654	0.73
882	0.53	0.399	0.44
883	0.54	0.360	0.52
884	0.39	0.314	0.37
885	0.53	0.361	0.72
886	0.18	0.297	0.54
887	0.45	0.335	0.39
888	3.40	0.992	0.51
889	0.45	0.315	0.39
890	0.10	0.269	0.36
891	0.13	0.252	0.32
892	0.10	0.315	0.39
893	0.30	0.326	0.39
894	2.54	0.796	0.47
895	3.76	1.250	0.63
896	3.81	1.200	0.61
897	0.74	0.389	0.45
898	3.48	1.079	0.58
899	0.14	0.291	0.41
900	0.62	0.410	0.69
901	0.15	0.436	0.50
902	0.48	0.358	0.39
903	4.29	0.941	0.58
904	0.49	0.319	0.48
905	0.54	0.546	0.48
906	0.45	0.337	0.40
907	0.35	0.328	0.40
908	0.10	0.264	0.37
909	2.31	0.760	0.48
910	0.11	0.287	0.37
911	6.26	1.746	0.79
912	0.36	0.298	0.38
913	0.39	0.516	0.40
914	0.08	0.255	0.38
915	464.06	260.241	29.99
916	259.90	130.816	18.23
917	0.08	0.249	0.41
918	688.68	413.183	46.38
919	0.49	0.304	0.40
920	43.85	11.924	3.16
921	102.08	37.389	7.21
922	3.00	1.339	0.59
923	0.13	0.250	0.38
924	27.28	7.468	2.12
925	0.51	0.323	0.47
926	29.30	8.548	2.51
927	2.62	0.861	0.54
928	0.28	0.302	0.38
929	0.08	0.295	0.61
930	4.23	1.401	0.85
931	3.80	1.115	0.64
932	60.12	22.434	4.36
933	16.10	4.554	1.54
934	2.20	0.733	0.49
935	0.08	0.265	0.39
936	12.60	3.962	1.26
937	6.10	1.611	0.69
938	48.61	13.455	3.47
939	17.68	5.178	1.72
940	3.10	0.978	0.54
941	0.16	0.302	0.37
942	0.74	0.427	0.61
943	15.17	4.329	1.53
944	6.61	1.876	0.81
945	2.23	0.898	0.55
946	7.95	2.115	0.91
947	0.11	0.246	0.37
948	13.56	3.769	1.44
949	9.44	2.882	1.24
950	307.38	112.825	16.29
951	26.37	6.036	2.08
952	9.79	2.822	1.12
953	3.64	1.278	0.68
954	2.92	0.937	0.56
955	0.48	0.326	0.73
956	0.08	0.358	0.40
957	12.02	3.345	1.14
958	7.50	1.887	0.85
959	45.23	12.163	3.40
960	48.65	12.723	3.10
961	0.17	0.275	0.74
962	0.14	0.312	0.38
963	24.59	6.928	2.04
964	0.16	0.284	0.37
965	69.97	22.298	5.20
966	0.17	0.324	0.42
967	0.20	0.308	0.39
968	0.11	0.265	0.52
969	2.65	0.843	0.52
970	0.11	0.320	0.48
971	23.05	6.851	1.90
972	0.16	0.367	0.36
973	7.04	2.137	0.79
974	281.87	86.273	13.19
975	0.12	0.266	0.43
976	10.20	3.055	1.04
977	0.65	0.401	0.45
978	0.11	0.266	0.37
979	0.31	0.288	0.37
980	0.14	0.312	0.48
981	53.66	17.268	4.16
982	2.63	0.942	0.52
983	36.84	9.783	2.87
984	11.90	3.293	1.35
985	2.48	0.826	0.53
986	7.29	2.085	1.10
987	8.08	2.410	0.89
988	0.26	0.247	0.32
989	0.09	0.254	0.37
990	0.56	0.365	0.56
991	24.38	7.402	2.24
992	4.06	1.388	0.67
993	0.15	0.272	0.36
994	7.88	2.670	1.02
995	2.30	0.767	0.48
996	0.37	0.315	0.36
997	2.67	0.778	0.48
998	0.08	0.251	0.37
