1	0.62	0.444	0.53
2	2.56	0.685	0.47
3	10.32	2.863	0.99
4	2.67	0.790	0.58
5	0.17	0.286	0.38
6	3.48	0.843	0.48
7	0.19	0.273	0.37
8	0.22	0.297	0.38
9	0.18	0.286	0.38
10	0.21	0.295	0.67
11	0.72	0.492	0.44
12	15.32	3.832	1.32
13	8.80	2.467	0.90
14	0.24	0.295	0.45
15	2.88	0.926	0.52
16	3.02	1.021	0.53
17	0.16	0.260	0.37
18	0.45	0.295	0.36
19	0.31	0.282	0.43
20	2.35	0.795	0.50
21	0.17	0.246	0.65
22	92.42	46.380	7.81
23	62.41	27.907	4.94
24	61.36	24.922	5.21
25	60.78	28.405	5.42
26	12.65	3.299	1.34
27	13.14	3.587	1.13
28	1134.94	654.613	64.72
29	77.32	33.109	6.55
30	12.62	3.145	1.36
31	3.36	0.993	0.56
32	2411.25	1910.194	177.87
33	538.22	299.181	35.18
34	320.51	134.182	18.82
35	317.42	157.718	20.48
36	223.61	104.107	14.69
37	51.03	20.696	4.06
38	56.28	23.783	5.46
39	1134.81	699.733	68.25
40	81.64	43.483	7.34
41	30.76	11.919	2.57
42	21.20	7.806	2.23
43	1405.09	953.714	90.09
44	945.38	545.650	48.79
45	411.40	209.305	23.64
46	554.91	306.204	34.51
47	372.25	176.991	21.44
48	164.56	78.535	11.50
49	93.86	42.051	7.03
50	804.93	474.503	46.20
51	250.09	118.190	15.80
52	62.05	26.797	5.38
53	30.49	12.682	2.97
54	944.06	600.089	62.21
55	105.93	35.996	6.68
56	872.37	516.352	56.41
57	650.01	378.710	43.63
58	8.21	2.834	0.88
59	141.70	38.782	6.81
60	100.46	40.607	6.50
61	4.92	1.645	0.76
62	133.43	45.411	7.50
63	45.14	12.173	2.94
64	3.64	1.106	0.67
65	64.33	21.928	4.22
66	5.31	1.731	0.72
67	0.28	0.280	0.38
68	1094.77	693.887	70.89
69	873.47	478.881	49.54
70	6.26	1.809	0.75
71	154.35	56.491	9.18
72	81.39	31.441	5.89
73	3.48	1.196	0.57
74	636.36	358.947	41.82
75	18.38	6.603	1.87
76	3.83	1.268	0.75
77	64.48	20.729	4.52
78	29.73	8.264	2.10
79	3.30	1.042	0.58
80	8.84	3.221	0.99
81	5.01	1.480	0.74
82	5.20	1.555	0.86
83	6.92	1.833	0.79
84	3.69	1.194	0.67
85	7.18	2.146	0.84
86	145.75	45.267	7.56
87	94.00	33.274	5.66
88	4.86	1.264	0.68
89	76.36	25.012	4.98
90	46.72	14.056	3.22
91	9.73	2.464	0.91
92	7.13	2.221	0.96
93	4.80	1.273	0.69
94	0.32	0.326	0.40
95	96.99	42.522	6.52
96	26.45	8.366	2.63
97	8.88	2.457	0.88
98	42.54	12.910	3.09
99	19.34	4.721	1.60
100	9.42	2.453	0.85
101	6.79	1.894	0.84
102	8.04	2.425	1.10
103	0.62	0.430	0.43
104	3.58	1.187	0.62
105	3.21	0.975	0.54
106	4.53	1.243	0.61
107	5.38	1.327	0.68
108	3.52	1.018	0.60
109	8.82	2.395	0.82
110	0.73	0.348	0.41
111	0.47	0.304	0.37
112	0.42	0.339	0.40
113	166.27	48.207	8.09
114	104.10	40.465	6.42
115	3.76	1.284	0.91
116	78.98	22.656	4.48
117	3.57	1.105	0.57
118	0.16	0.279	0.38
119	42.20	12.216	3.00
120	21.77	6.190	1.93
121	5.87	1.526	0.70
122	45.44	15.899	3.47
123	18.40	4.625	1.54
124	3.96	1.184	0.60
125	3.68	1.142	0.64
126	5.91	1.988	0.76
127	0.75	0.488	0.40
128	4.02	1.250	0.64
129	7.04	2.138	0.97
130	4.97	1.997	0.73
131	6.48	1.867	0.78
132	6.86	2.208	0.81
133	7.94	2.191	0.87
134	0.57	0.342	0.40
135	0.55	0.336	0.60
136	0.36	0.311	0.63
137	37.60	11.079	3.01
138	21.29	5.916	1.70
139	7.24	2.020	0.79
140	10.54	3.313	1.21
141	6.50	1.480	0.67
142	0.38	0.363	0.39
143	3.51	1.069	0.56
144	9.54	2.310	0.90
145	3.31	1.122	0.70
146	7.28	2.134	0.76
147	5.53	1.557	0.74
148	5.34	1.881	0.69
149	0.56	0.412	0.48
150	1.85	0.834	0.46
151	0.56	0.333	0.53
152	0.31	0.283	0.39
153	0.72	0.373	0.35
154	0.46	0.322	0.57
155	0.31	0.300	0.38
156	0.55	0.322	0.36
157	0.68	0.297	0.42
158	0.20	0.255	0.38
159	810.89	449.300	50.71
160	0.17	0.304	0.69
161	49.75	15.778	3.42
162	37.48	15.334	3.03
163	0.19	0.269	0.38
164	934.11	494.599	50.19
165	1384.48	882.945	88.86
166	40.62	13.959	3.25
167	169.77	55.957	9.12
168	266.22	129.673	17.05
169	14.71	4.452	1.52
170	0.10	0.275	0.40
171	10.64	3.041	1.07
172	0.09	0.294	0.43
173	2.13	0.869	0.54
174	2.48	1.002	0.52
175	2.74	0.848	0.56
176	113.43	45.701	6.95
177	302.80	93.810	14.06
178	10.88	3.230	1.17
179	41.15	11.974	2.78
180	103.30	29.847	5.79
181	5.61	1.794	0.71
182	3.91	1.195	0.65
183	6.42	1.668	0.74
184	2.80	0.866	0.52
185	49.38	19.286	3.80
186	230.83	65.092	10.94
187	5.09	1.481	0.83
188	13.86	3.319	1.06
189	138.44	50.135	8.32
190	3.35	0.934	0.54
191	6.65	1.942	1.06
192	3.57	1.330	0.60
193	2.68	1.048	0.52
194	0.41	0.428	0.52
195	4.11	1.188	0.68
196	0.19	0.287	0.39
197	2.33	0.745	0.47
198	2.90	0.921	0.58
199	3.62	0.882	0.52
200	0.29	0.309	0.38
201	0.19	0.293	0.38
202	0.39	0.298	0.38
203	890.88	494.844	52.56
204	1928.82	1078.828	104.38
205	10.69	2.511	1.03
206	322.00	121.470	16.69
207	244.13	73.112	11.14
208	4.99	1.525	0.71
209	1483.34	913.357	90.15
210	4230.45	3634.364	295.01
211	69.57	23.821	4.80
212	485.80	200.185	24.09
213	784.39	480.422	46.39
214	26.64	8.288	2.12
215	32.48	10.825	3.17
216	59.47	21.374	4.49
217	46.11	12.135	2.96
218	22.30	5.529	1.72
219	30.25	7.909	2.09
220	21.20	6.461	1.92
221	150.35	52.946	8.94
222	506.37	208.129	25.00
223	17.78	4.557	1.46
224	210.18	80.767	11.93
225	244.74	93.475	13.63
226	10.99	3.184	1.33
227	26.16	7.939	2.38
228	31.49	9.899	2.94
229	3.62	1.115	0.73
230	294.29	135.689	18.83
231	578.30	280.600	32.13
232	11.87	3.828	1.26
233	67.13	21.233	4.64
234	372.30	159.153	19.89
235	14.15	4.031	1.30
236	19.55	5.258	1.70
237	13.82	3.435	1.40
238	0.62	0.353	0.43
239	19.32	5.009	1.50
240	31.03	10.180	2.50
241	11.36	3.272	1.05
242	11.65	3.660	1.32
243	14.28	3.621	1.22
244	21.78	5.888	1.66
245	2.86	0.780	0.50
246	2.69	0.797	0.46
247	3.30	0.858	0.55
248	0.09	0.267	0.38
249	46.30	12.790	3.01
250	0.15	0.392	0.63
251	11.92	2.968	1.06
252	4.56	1.206	0.60
253	0.11	0.267	0.41
254	8.93	2.396	0.86
255	53.68	18.017	4.10
256	39.35	13.661	3.33
257	14.81	3.673	1.32
258	14.73	4.123	1.45
259	11.35	2.911	1.01
260	0.09	0.316	0.37
261	41.83	12.661	3.21
262	0.09	0.272	0.39
263	5.74	1.709	0.72
264	3.93	1.179	0.57
265	3.15	1.004	0.58
266	2.80	0.752	0.46
267	16.40	4.420	1.52
268	3.10	0.964	0.68
269	2.93	0.701	0.50
270	6.34	1.954	0.76
271	2.52	0.820	0.46
272	0.63	0.374	0.43
273	0.76	0.399	0.42
274	0.47	0.300	0.39
275	2.42	0.805	0.48
276	36.94	11.600	2.90
277	4.32	1.238	0.93
278	2.26	0.716	0.43
279	8.65	2.156	0.87
280	0.54	0.402	0.35
281	2.47	0.771	0.58
282	0.92	0.654	0.50
283	0.88	0.358	0.38
284	2.46	0.780	0.49
285	25.40	7.521	2.14
286	3.72	1.152	0.57
287	3.66	0.989	0.57
288	9.45	2.621	1.13
289	2.88	0.992	0.54
290	0.54	0.551	0.44
291	2.33	0.816	0.56
292	0.46	0.310	0.37
293	69.05	26.187	4.89
294	130.90	48.968	9.02
295	2.23	0.703	0.50
296	86.82	32.929	5.82
297	14.13	3.128	1.20
298	2.61	0.801	0.51
299	7.04	1.870	0.90
300	7.08	2.203	0.78
301	0.17	0.294	0.62
302	263.78	87.506	14.02
303	534.70	235.208	27.58
304	15.06	4.309	1.84
305	178.99	56.805	9.33
306	78.31	31.982	5.82
307	13.12	3.481	1.08
308	28.42	8.430	2.44
309	21.01	5.841	1.76
310	2.52	0.830	0.53
311	7.83	2.139	0.86
312	14.28	4.364	1.52
313	6.09	2.213	0.92
314	0.62	0.439	0.44
315	0.78	0.670	0.51
316	0.65	0.437	0.51
317	0.91	0.417	0.47
318	2.47	0.722	0.59
319	1.37	0.393	0.53
320	41.71	13.466	3.01
321	194.96	70.035	10.45
322	2.42	0.776	0.45
323	0.11	0.265	0.38
324	4.43	1.100	0.56
325	0.22	0.287	0.48
326	0.14	0.275	0.40
327	0.16	0.270	0.38
328	0.31	0.447	0.37
329	102.75	40.062	6.78
330	346.83	144.486	18.54
331	6.56	1.898	0.83
332	3.54	1.314	1.02
333	13.95	3.259	1.13
334	3.39	0.899	0.52
335	2.71	0.833	0.62
336	2.71	0.982	0.48
337	0.86	0.308	0.39
338	7.57	2.548	0.87
339	14.44	3.974	1.37
340	2.97	1.031	0.55
341	0.11	0.254	0.38
342	0.40	0.294	0.39
343	0.16	0.287	0.39
344	0.16	0.320	0.38
345	0.33	0.299	0.38
346	0.14	0.280	0.40
347	5.65	1.525	0.70
348	24.24	6.661	1.97
349	0.82	0.440	0.45
350	0.20	0.289	0.63
351	0.19	0.291	0.38
352	0.15	0.277	0.37
353	0.29	0.291	0.40
354	3.09	0.837	0.54
355	0.16	0.453	0.38
356	3.01	0.987	0.55
357	31.93	11.475	2.90
358	0.82	0.373	0.41
359	0.33	0.273	0.42
360	0.29	0.297	0.52
361	0.30	0.283	0.37
362	0.26	0.292	0.62
363	6.78	1.896	0.71
364	0.19	0.331	0.38
365	0.68	0.354	0.37
366	2.92	0.735	0.67
367	0.56	0.312	0.35
368	0.15	0.289	0.38
369	0.17	0.287	0.38
370	0.21	0.290	0.66
371	0.28	0.304	0.42
372	0.54	0.330	0.35
373	0.31	0.287	0.43
374	53.73	24.337	4.16
375	311.73	128.264	17.49
376	2.33	0.844	0.54
377	76.99	22.088	4.66
378	124.42	44.291	7.38
379	2.70	0.764	0.56
380	5.31	1.493	0.70
381	3.76	0.995	0.66
382	0.42	0.301	0.44
383	176.32	64.927	10.33
384	685.18	378.868	43.76
385	29.93	9.536	2.46
386	246.64	76.189	11.79
387	331.33	145.867	20.14
388	11.20	2.947	1.00
389	28.33	7.940	2.35
390	14.98	5.131	1.44
391	2.92	0.732	0.48
392	5.50	1.631	0.74
393	12.11	3.146	1.10
394	3.91	1.401	0.57
395	7.21	2.602	0.94
396	12.03	3.126	1.11
397	10.36	2.847	1.06
398	0.63	0.382	0.43
399	3.21	0.903	0.54
400	1.16	0.583	0.58
401	13.31	3.174	1.00
402	77.27	28.432	5.58
403	0.60	0.441	0.43
404	3.61	1.160	0.62
405	15.33	5.154	1.47
406	0.17	0.281	0.38
407	0.35	0.277	0.36
408	0.39	0.303	0.39
409	0.26	0.288	0.52
410	143.34	44.624	7.84
411	375.55	138.603	18.65
412	9.17	2.241	0.84
413	15.36	4.179	1.20
414	6.71	2.034	0.79
415	2.64	0.760	0.47
416	7.04	2.189	0.82
417	3.80	1.469	0.81
418	0.52	0.305	0.37
419	4.00	0.733	0.47
420	12.47	3.618	1.13
421	0.37	0.300	0.36
422	3.39	0.992	0.51
423	2.56	0.787	0.55
424	3.29	1.162	0.66
425	0.22	0.311	0.50
426	0.53	0.368	0.42
427	0.33	0.288	0.37
428	5.53	1.611	0.76
429	20.42	5.502	1.63
430	0.55	0.562	0.44
431	3.19	0.869	0.50
432	5.94	1.874	0.97
433	0.20	0.290	0.38
434	0.11	0.271	0.48
435	3.21	1.015	0.53
436	0.37	0.306	0.62
437	6.20	1.508	0.77
438	18.65	5.510	1.73
439	3.06	0.744	0.66
440	2.86	0.782	0.49
441	3.03	0.815	0.49
442	0.57	0.310	0.39
443	0.60	0.303	0.36
444	3.06	1.163	0.48
445	0.41	0.313	0.38
446	3.07	0.884	0.50
447	0.94	0.368	0.47
448	2.52	0.743	0.53
449	0.19	0.294	0.39
450	0.36	0.366	0.37
451	0.43	0.481	0.47
452	0.54	0.305	0.36
453	0.46	0.438	0.42
454	0.17	0.288	0.41
455	0.11	0.283	0.39
456	16.93	4.661	1.44
457	2.87	0.897	0.90
458	6.67	1.782	0.70
459	2.27	0.881	0.48
460	2.54	0.789	0.53
461	2.74	0.824	0.51
462	3.01	1.091	0.50
463	0.18	0.298	0.54
464	3.37	1.267	0.64
465	31.30	9.423	2.45
466	25.04	7.700	2.14
467	12.92	3.196	1.15
468	17.32	4.378	1.40
469	20.18	5.580	1.61
470	2.63	0.718	0.44
471	0.78	0.415	0.43
472	2.54	0.843	0.52
473	0.49	0.307	0.36
474	11.06	3.253	1.04
475	2.80	0.954	0.52
476	2.63	0.814	0.49
477	0.92	0.311	0.38
478	3.42	0.921	0.53
479	0.60	0.300	0.35
480	0.85	0.333	0.37
481	5.86	1.834	0.79
482	8.98	2.571	0.86
483	4.60	1.464	0.70
484	0.45	0.327	0.42
485	0.10	0.250	0.38
486	0.40	0.322	0.39
487	5.67	1.730	0.92
488	5.06	1.120	0.68
489	2.72	0.939	0.58
490	6.50	2.007	0.82
491	0.30	0.299	0.38
492	0.47	0.310	0.38
493	0.65	0.441	0.46
494	0.08	0.255	0.37
495	18.83	5.283	1.72
496	3.27	1.027	0.61
497	0.21	0.276	0.37
498	3.79	1.283	0.63
499	0.26	0.306	0.38
500	0.08	0.302	0.37
501	16.59	4.657	1.61
502	3.01	1.171	0.60
503	0.19	0.390	0.37
504	3.18	1.162	0.57
505	0.19	0.294	0.38
506	0.16	0.483	0.37
507	0.44	0.303	0.39
508	0.11	0.222	0.30
509	0.32	0.322	0.39
510	2.73	0.896	0.61
511	0.55	0.338	0.40
512	0.09	0.221	0.29
513	0.13	0.266	0.33
514	0.10	0.248	0.35
515	0.10	0.255	0.32
516	0.46	0.302	0.34
517	0.23	0.451	0.38
518	0.32	0.302	0.38
519	1.64	0.546	0.36
520	0.66	0.463	0.44
521	0.52	0.298	0.37
522	0.60	0.327	0.38
523	0.19	0.242	0.31
524	0.14	0.243	0.30
525	0.35	0.250	0.32
526	0.17	0.261	0.34
527	0.23	0.285	0.34
528	0.63	0.374	0.44
529	0.64	0.347	0.40
530	0.09	0.227	0.32
531	0.27	0.274	0.34
532	0.15	0.275	0.36
533	0.19	0.319	0.37
534	0.24	0.234	0.30
535	0.15	0.278	0.35
536	0.12	0.220	0.30
537	47.68	22.308	4.60
538	0.14	0.415	0.36
539	44.09	15.194	3.42
540	0.12	0.269	0.42
541	0.09	0.428	0.37
542	63.50	26.372	4.82
543	48.61	16.132	3.52
544	9.28	2.677	0.92
545	149.36	48.331	8.91
546	217.33	74.271	11.87
547	5.97	1.917	0.75
548	5.58	1.929	0.71
549	3.96	1.392	0.62
550	2.27	0.656	0.52
551	0.10	0.260	0.38
552	6.32	1.936	0.73
553	0.10	0.266	0.37
554	1.41	0.600	0.42
555	6.61	1.858	0.81
556	0.83	0.527	0.48
557	0.11	0.435	0.43
558	0.37	0.291	0.39
559	0.11	0.262	0.38
560	53.80	18.238	3.97
561	304.90	114.854	18.19
562	12.76	3.816	1.12
563	364.25	141.401	20.58
564	8.85	2.704	0.95
565	3.00	1.333	0.68
566	0.30	0.283	0.36
567	2.75	0.904	0.54
568	0.16	0.287	0.36
569	2.39	0.816	0.51
570	6.55	2.027	0.84
571	2.52	0.894	0.52
572	0.14	0.267	0.38
573	0.16	0.296	0.38
574	0.17	0.289	0.38
575	0.10	0.261	0.36
576	0.16	0.295	0.38
577	0.09	0.268	0.41
578	0.45	0.301	0.43
579	0.55	0.297	0.38
580	0.16	0.267	0.38
581	71.35	26.601	4.96
582	48.69	14.539	3.24
583	7.77	2.418	0.85
584	122.50	43.472	7.81
585	240.22	84.004	13.88
586	3.70	1.425	0.64
587	0.56	0.380	0.46
588	2.68	0.800	0.54
589	0.18	0.291	0.38
590	48.13	17.070	3.88
591	0.14	0.413	0.37
592	15.66	4.259	1.46
593	262.30	108.575	15.55
594	605.84	286.985	34.32
595	14.00	4.161	1.20
596	2.82	0.958	0.62
597	0.27	0.295	0.42
598	0.18	0.309	0.37
599	10.02	3.042	1.08
600	13.37	4.161	2.11
601	9.88	3.229	1.12
602	18.28	3.730	1.28
603	85.91	37.015	5.93
604	16.71	4.776	1.51
605	0.61	0.532	0.54
606	2.50	0.919	0.57
607	0.47	0.329	0.58
